,name,Link,Plot
779,A Private Enterprise (1974),https://subslikescript.com/movie/A_Private_Enterprise-67619,An ambitious Indian university graduate has to struggle to live his entrepreneurial dreams against both the British social structure and his own family's stubborn traditional values.
780,A Private War (2018),https://subslikescript.com/movie/A_Private_War-2368254,"One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontline of conflicts across the globe to give voice to the voiceless."
781,A Promise (2013),https://subslikescript.com/movie/A_Promise-2191082,"Young Friederich has humble origins, but rises to the attention of his new boss, Karl. As he volunteers to tutor his employer's son, he gets more and more attached to Karl's young wife Lotte. She refuses however to betray her husband even when they learn Friedrich must go to Mexico for two years to supervise a mining project for Karl. Friedrich and Lotte swear one another they will stay true to each other, but the oncoming war keeps them apart for far longer than expected."
782,A Promise Kept: The Oksana Baiul Story (1994),https://subslikescript.com/movie/A_Promise_Kept_The_Oksana_Baiul_Story-110902,Based on the life of the Olympic figure skater.
783,A Promise of Time Travel (2016),https://subslikescript.com/movie/A_Promise_of_Time_Travel-5348966,A seemingly chance encounter with an estranged childhood friend draws a bookstore clerk into a plot to steal a time machine.
784,A Promise To Astrid (2019),https://subslikescript.com/movie/A_Promise_To_Astrid-9125380,A remarkable woman named Astrid uses unconventional methods to change the lives of an entire community. Based on the award winning book 'A Promise to Astrid'.
785,A Prophet (2009),https://subslikescript.com/movie/A_Prophet-1235166,"Nineteen year-old Franco-Arab Malik El Djebena is just starting his six year prison sentence in Brécourt. Although he has spent the better part of his life in juvenile detention, this stint is his first in an adult prison. Beyond the division of Corsicans and Muslims in the prison (the Corsicans who with their guard connections rule what happens in the prison), he has no known friends or enemies inside. He is just hoping to serve his time in peace and without incident, despite having no prospects once he's out of jail since he's illiterate and has no support outside of the prison. Due to logistics, the head of Corsican inmates, a sadistic mafioso named César Luciani, co-opts Malik as part of the Corsicans' activities, not only regarding what happens inside the prison, but also continued criminal activities outside. The innocent Malik has no idea what to do but cooperate. This move does not sit well with the other Corsicans, who only see Malik as a dirty Arab, and the Muslims who now mistrust him. But as time goes on, Malik works to save himself while in prison, while setting up his life post prison on his own terms. Both his demon and his salvation in prison is the specter of one of the first people he really got to know during his incarceration."
786,A Próxima Vítima (1983),https://subslikescript.com/movie/A_Prxima_Vtima-140477,TV reporter tries to find out who is killing prostitutes in a São Paulo neighborhood.
787,A Pure Formality (1994),https://subslikescript.com/movie/A_Pure_Formality-110917,"Onoff is a famous writer who hasn't published any new books for quite some time and has become a recluse. When he is picked up by the police one stormy night, without any identification, out of breath and running madly, without clear memory of recent events, the Inspector is suspicious. Through interrogatory dialectic, the head of this lonely, isolated, broken-down police station tries to establish what has happened, by delving into the mind of his writer-hero, and clearing up a mysterious killing."
788,A Pyromaniac's Love Story (1995),https://subslikescript.com/movie/A_Pyromaniacs_Love_Story-114210,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio (John Leguizamo) is offered a bribe in exchange for taking the blame for the fire that destroyed his workplace. Garet (William Baldwin), the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie (Sadie Frost) and Stephanie (Erika Eleniak)."
789,A Queen Is Crowned (1953),https://subslikescript.com/movie/A_Queen_Is_Crowned-46222,A lavish documentary film of Queen Elizabeth II's Coronation in 1953.
790,A Quest for God (2018),https://subslikescript.com/movie/A_Quest_for_God-8327716,"From the moment we are born, we are subjected to a bewildering array of religions belief systems competing for our soul. From the often threatening and dark, to the spiritual and light, ..."
791,A Question of Adultery (1958),https://subslikescript.com/movie/A_Question_of_Adultery-53200,"Mark Loring is madly jealous of his wife, Mary, former American cabaret singer. Due to an automobile accident, she loses her unborn child, and Mark becomes sterile. His father, Brit-stuffy Sir John Loring, has never approved of the marriage and, again, tries to break it up. Believing that a child will hold the marriage together, Mary suggests artificial insemination to Mark, who finally agrees to accompany her to a clinic in Switzerland. However, when she is again pregnant, Mark finds it impossible to reconcile himself to the situation and leaves her. Prompted by his father, Mark sues for divorce, accusing her of adultery. She contests the divorce and a trial concerns itself with whether or not artificial insemination is a question of adultery. The Catholic Church's National League of Decency placed this film on its Condemned"" list."
792,A Quiet Life (2010),https://subslikescript.com/movie/A_Quiet_Life-1521090,"The story of a man who murdered thirty-two people, gained power, and then got afraid because too many people wanted to kill him. One August morning, he disappeared. For fifteen years, everyone believed him dead. Instead, he was living in a little hotel near Frankfurt, with a wife and a young German son. Then, when the trains filled with waste departed from Naples, the past climbed on board. This is the story of a man who, while trying to kill a chestnut tree with a copper nail, was grabbed from behind by his past. And was forced to settle the score."
793,A Quiet Life (1995),https://subslikescript.com/movie/A_Quiet_Life-131013,Melodrama about the life of a mentally handicapped young man and his devoted sister after their famous novelist father and housewife mother go to Australia on a business trip.
794,A Quiet Place (2018),https://subslikescript.com/movie/A_Quiet_Place-6644200,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing."
795,A Quiet Place to Kill (1970),https://subslikescript.com/movie/A_Quiet_Place_to_Kill-64787,"A race-car driver whose life, both personal and professional, is in a rapid downfall is invited by her ex-husband's new wife to stay at their plush estate. The two women form a bond, and it's not long before their mutual dislike for the husband culminates into a plan to kill him. As it turns out, though, they're not alone in plotting murder."
796,A Railway Station for Two (1983),https://subslikescript.com/movie/A_Railway_Station_for_Two-84873,"Platon Ryabinin, a pianist, is traveling by train to a distant town of Griboedov to visit his father. He gets off to have lunch during a twenty minute stop at Zastupinsk railway station. He meets Vera, a waitress, after he refuses to pay her for the disgusting food he doesn't even touch and misses his train due to police investigation of the incident. His passport is then accidentally taken away from him by Andrei, Vera's fiancé, and his money is stolen as he waits for the next train to Griboedov. Vera learns that Platon is about to get sentenced and sent to prison in the Far East for a car accident he isn't guilty for. During the few days that Platon has to spend in Zastupinsk he and Vera develop feelings for each other..."
